ID, Nationality, Gender, Age, Degree, Hours on Readings, Hours on Assignments, Hours on Games, Hours on Internet, Exam, Grade, GradeLetter
1432, Spain, 1,25, BS, 1, 13, 9, 9,75.76,73.14,C
1433, Spain, 1,20, BS, 1, 13, 9, 9,43.74,58.95,F
1434, Spain, 1,21, BS, 1, 13, 9, 9,56.38,54.08,F
1435, Spain, 1,20, BS, 1, 13, 9, 9,84.54,75.27,C
1436, Spain, 1,19, BS, 1, 13, 9, 9,68.12,73.88,C
1437, Spain, 1,23, BS, 1, 13, 9, 9,78.44,81.71,B
1438, Spain, 1,25, BS, 1, 13, 9, 9,75.83,79.68,B
1439, Spain, 1,23, BS, 1, 13, 9, 9,82.99,78.62,C
1440, Spain, 1,18, BS, 1, 13, 9, 9,81.60,70.63,C
1441, Spain, 1,19, BS, 1, 13, 9, 9,75.30,70.63,C
1442, Spain, 1,22, BS, 1, 13, 9, 9,69.50,63.45,C
1443, Spain, 1,21, BS, 1, 13, 9, 9,44.79,68.97,C
1444, Spain, 1,22, BS, 1, 13, 9, 9,47.93,68.91,C
1445, Spain, 1,26, BS, 1, 13, 9, 9,73.75,73.03,C
1446, Spain, 1,20, BS, 1, 13, 9, 9,53.43,69.68,C
1447, Spain, 1,23, BS, 1, 13, 9, 9,50.70,57.55,F
1448, Spain, 1,19, BS, 1, 13, 9, 9,57.94,63.14,C
1449, Spain, 1,24, BS, 1, 13, 9, 9,45.81,66.16,C
1450, France, 1,25, PHD, 2, 13, 13, 9,78.51,78.91,C
1451, France, 1,19, PHD, 2, 13, 13, 9,80.34,72.85,C
1452, France, 1,19, PHD, 2, 13, 13, 9,73.32,78.19,C
1453, France, 1,21, PHD, 2, 13, 13, 9,63.80,70.28,C
1454, France, 1,25, PHD, 2, 13, 13, 9,63.36,70.95,C
1455, France, 1,26, PHD, 2, 13, 13, 9,61.49,71.13,C
1456, France, 1,22, PHD, 2, 13, 13, 9,64.26,61.75,C
1457, France, 1,23, PHD, 2, 13, 13, 9,51.44,66.20,C
1458, France, 1,20, PHD, 2, 13, 13, 9,66.63,63.44,C
1459, France, 1,25, PHD, 2, 13, 13, 9,49.81,64.97,C
1460, France, 1,18, PHD, 2, 13, 13, 9,81.59,73.27,C
1461, France, 1,25, PHD, 2, 13, 13, 9,43.47,50.69,F
1462, France, 1,23, PHD, 2, 13, 13, 9,78.81,74.27,C
1463, France, 1,26, PHD, 2, 13, 13, 9,71.83,75.34,C
1464, France, 1,19, PHD, 2, 13, 13, 9,56.55,66.56,C
1465, France, 1,19, PHD, 2, 13, 13, 9,61.74,63.64,C
1466, France, 1,20, PHD, 2, 13, 13, 9,67.41,69.65,C
1467, France, 1,23, PHD, 2, 13, 13, 9,49.81,62.69,C
1468, France, 1,21, PHD, 2, 13, 13, 9,84.01,81.11,B
1469, France, 1,20, PHD, 2, 13, 13, 9,52.09,52.94,F
1470, France, 1,22, PHD, 2, 13, 13, 9,72.89,70.23,C
1471, France, 1,18, PHD, 2, 13, 13, 9,75.05,84.67,B
1472, France, 1,25, PHD, 2, 13, 13, 9,70.95,80.17,B
1473, France, 1,23, PHD, 2, 13, 13, 9,80.74,77.64,C
1474, France, 1,21, PHD, 2, 13, 13, 9,75.65,80.15,B
1475, France, 1,25, PHD, 2, 13, 13, 9,80.85,78.89,C
1476, France, 1,26, PHD, 2, 13, 13, 9,79.65,81.24,B
1477, China, 0,22, BS, 5, 0, 8, 6,57.83,67.79,C
1478, China, 0,19, BS, 5, 0, 8, 6,71.08,81.30,B
1479, China, 0,25, BS, 5, 0, 8, 6,83.36,70.60,C
1480, China, 0,25, BS, 5, 0, 8, 6,81.42,71.51,C
1481, China, 0,21, BS, 5, 0, 8, 6,70.57,75.46,C
1482, China, 0,25, BS, 5, 0, 8, 6,73.43,70.86,C
1483, China, 0,20, BS, 5, 0, 8, 6,54.84,66.65,C
1484, China, 0,19, BS, 5, 0, 8, 6,69.70,67.13,C
1485, China, 0,18, BS, 5, 0, 8, 6,78.73,76.71,C
1486, China, 0,21, BS, 5, 0, 8, 6,43.74,54.89,F
1487, China, 0,21, BS, 5, 0, 8, 6,40.27,57.34,F
1488, China, 0,24, BS, 5, 0, 8, 6,58.89,55.39,F
1489, China, 0,20, BS, 5, 0, 8, 6,58.55,50.69,F
1490, China, 0,21, BS, 5, 0, 8, 6,75.00,79.36,B
1491, China, 0,23, BS, 5, 0, 8, 6,63.93,67.77,C
1492, China, 0,23, BS, 5, 0, 8, 6,55.36,53.39,F
1493, China, 0,22, BS, 5, 0, 8, 6,75.51,78.84,C
1494, China, 0,26, BS, 5, 0, 8, 6,46.97,54.49,F
1495, China, 0,21, BS, 5, 0, 8, 6,67.54,73.49,C
1496, China, 0,21, BS, 5, 0, 8, 6,48.85,56.85,F
1497, China, 0,22, BS, 5, 0, 8, 6,81.08,77.42,C
1498, China, 0,18, BS, 5, 0, 8, 6,74.94,83.09,B
1499, China, 0,25, BS, 5, 0, 8, 6,83.59,83.56,B
1500, China, 0,20, BS, 5, 0, 8, 6,83.19,74.50,C
1501, China, 0,21, BS, 5, 0, 8, 6,59.36,50.94,F
1502, China, 0,25, BS, 5, 0, 8, 6,74.77,78.51,C
1503, China, 0,22, BS, 5, 0, 8, 6,45.41,69.21,C
1504, China, 0,24, BS, 5, 0, 8, 6,41.34,58.17,F
1505, China, 0,22, BS, 5, 0, 8, 6,52.24,61.53,C
1506, China, 0,24, BS, 5, 0, 8, 6,84.09,77.17,C
1507, China, 0,22, BS, 5, 0, 8, 6,54.50,51.51,F
1508, China, 0,18, BS, 5, 0, 8, 6,56.45,64.46,C
1509, Spain, 1,19, BS, 5, 8, 12, 0,91.44,96.34,A
1510, Spain, 1,19, BS, 5, 8, 12, 0,87.53,88.02,A
1511, Spain, 1,20, BS, 5, 8, 12, 0,86.74,86.36,B
1512, China, 1,25, MS, 4, 7, 9, 5,77.36,77.10,C
1513, China, 1,19, MS, 4, 7, 9, 5,67.41,68.45,C
1514, China, 1,23, MS, 4, 7, 9, 5,66.65,69.45,C
1515, China, 1,24, MS, 4, 7, 9, 5,43.31,67.44,C
1516, China, 1,23, MS, 4, 7, 9, 5,52.78,60.87,C
1517, China, 1,20, MS, 4, 7, 9, 5,77.78,79.83,B
1518, China, 1,22, MS, 4, 7, 9, 5,40.09,55.94,F
1519, China, 1,23, MS, 4, 7, 9, 5,49.46,52.69,F
1520, China, 1,26, MS, 4, 7, 9, 5,78.90,77.02,C
1521, China, 1,19, MS, 4, 7, 9, 5,81.34,71.80,C
1522, China, 1,24, MS, 4, 7, 9, 5,80.47,77.12,C
1523, China, 1,26, MS, 4, 7, 9, 5,61.11,72.82,C
1524, China, 1,24, MS, 4, 7, 9, 5,44.29,58.19,F
1525, China, 1,22, MS, 4, 7, 9, 5,65.34,64.89,C
1526, China, 1,22, MS, 4, 7, 9, 5,84.17,78.17,C
1527, China, 1,25, MS, 4, 7, 9, 5,48.65,65.75,C
1528, China, 1,26, MS, 4, 7, 9, 5,40.92,67.83,C
1529, China, 1,19, MS, 4, 7, 9, 5,52.12,50.69,F
1530, China, 1,25, MS, 4, 7, 9, 5,64.91,68.63,C
1531, China, 1,23, MS, 4, 7, 9, 5,76.08,84.53,B
1532, China, 1,23, MS, 4, 7, 9, 5,48.68,59.15,C
1533, China, 1,21, MS, 4, 7, 9, 5,83.36,74.54,C
1534, China, 1,20, MS, 4, 7, 9, 5,53.56,53.04,F
1535, China, 1,22, MS, 4, 7, 9, 5,75.04,78.63,C
1536, China, 1,18, MS, 4, 7, 9, 5,72.44,74.30,C
1537, China, 1,20, MS, 4, 7, 9, 5,46.50,53.44,F
1538, China, 1,22, MS, 4, 7, 9, 5,72.65,72.73,C
1539, China, 1,23, MS, 4, 7, 9, 5,47.83,50.68,F
1540, China, 1,24, MS, 4, 7, 9, 5,61.83,61.30,C
1541, China, 1,25, MS, 4, 7, 9, 5,69.86,69.40,C
1542, China, 1,24, MS, 4, 7, 9, 5,64.64,68.34,C
1543, China, 1,25, MS, 4, 7, 9, 5,76.51,76.17,C
1544, China, 1,26, MS, 4, 7, 9, 5,56.11,56.13,F
1545, China, 1,23, MS, 4, 7, 9, 5,83.52,74.91,C
1546, China, 1,23, MS, 4, 7, 9, 5,82.62,72.86,C
1547, China, 1,24, MS, 4, 7, 9, 5,45.71,53.45,F
1548, China, 1,22, MS, 4, 7, 9, 5,70.69,72.16,C
1549, China, 1,23, MS, 4, 7, 9, 5,41.39,58.45,F
1550, China, 1,20, MS, 4, 7, 9, 5,82.39,71.66,C
1551, China, 1,24, MS, 4, 7, 9, 5,72.26,82.14,B
1552, Spain, 0,19, MS, 4, 7, 12, 6,50.37,63.24,C
1553, Spain, 0,26, MS, 4, 7, 12, 6,77.18,74.38,C
1554, Spain, 0,19, MS, 4, 7, 12, 6,71.76,84.25,B
1555, Spain, 0,20, MS, 4, 7, 12, 6,71.66,84.01,B
1556, Spain, 0,23, MS, 4, 7, 12, 6,58.12,50.06,F
1557, Spain, 0,19, MS, 4, 7, 12, 6,65.38,64.22,C
1558, Spain, 0,18, MS, 4, 7, 12, 6,44.65,53.74,F
1559, Spain, 0,24, MS, 4, 7, 12, 6,79.97,81.35,B
1560, Spain, 0,25, MS, 4, 7, 12, 6,81.51,81.08,B
1561, Spain, 0,18, MS, 4, 7, 12, 6,45.15,58.27,F
1562, Spain, 0,23, MS, 4, 7, 12, 6,47.44,62.43,C
1563, Spain, 0,23, MS, 4, 7, 12, 6,70.06,71.22,C
1564, Spain, 0,21, MS, 4, 7, 12, 6,80.56,75.51,C
1565, Spain, 0,18, MS, 4, 7, 12, 6,60.57,63.08,C
1566, Spain, 0,22, MS, 4, 7, 12, 6,81.58,73.53,C
1567, Spain, 0,19, MS, 4, 7, 12, 6,82.09,76.73,C
1568, Spain, 0,21, MS, 4, 7, 12, 6,78.62,71.85,C
1569, Spain, 0,21, MS, 4, 7, 12, 6,48.92,54.95,F
1570, Spain, 0,20, MS, 4, 7, 12, 6,76.36,77.73,C
1571, Spain, 0,22, MS, 4, 7, 12, 6,72.50,81.96,B
1572, Spain, 0,18, MS, 4, 7, 12, 6,53.35,59.32,C
1573, Spain, 0,23, MS, 4, 7, 12, 6,68.30,62.93,C
1574, Spain, 0,23, MS, 4, 7, 12, 6,52.83,57.75,F
1575, Spain, 0,25, MS, 4, 7, 12, 6,62.95,65.18,C
1576, Spain, 0,26, MS, 4, 7, 12, 6,58.38,64.67,C
1577, Spain, 0,26, MS, 4, 7, 12, 6,56.60,61.04,C
1578, Spain, 0,23, MS, 4, 7, 12, 6,53.41,66.07,C
1579, Spain, 0,23, MS, 4, 7, 12, 6,69.56,67.19,C
1580, Spain, 0,19, MS, 4, 7, 12, 6,68.48,68.69,C
1581, Spain, 0,24, MS, 4, 7, 12, 6,78.72,81.12,B
1582, Spain, 0,21, MS, 4, 7, 12, 6,51.83,52.00,F
1583, Spain, 0,25, MS, 4, 7, 12, 6,78.68,78.52,C
1584, Spain, 0,20, MS, 4, 7, 12, 6,58.48,62.84,C
1585, Spain, 0,20, MS, 4, 7, 12, 6,47.88,67.55,C
1586, Spain, 0,24, MS, 4, 7, 12, 6,61.21,62.49,C
1587, France, 0,19, BS, 7, 9, 7, 3,88.57,85.77,B
1588, France, 0,22, BS, 7, 9, 7, 3,97.59,92.52,A
1589, France, 0,21, BS, 7, 9, 7, 3,85.49,90.97,A
1590, France, 0,19, BS, 7, 9, 7, 3,80.07,80.60,B
1591, France, 0,18, BS, 7, 9, 7, 3,83.69,86.69,B
1592, France, 0,24, BS, 7, 9, 7, 3,85.92,80.89,B
1593, France, 0,21, BS, 7, 9, 7, 3,96.09,87.14,B
1594, France, 0,23, BS, 7, 9, 7, 3,81.05,86.91,B
1595, France, 0,26, BS, 7, 9, 7, 3,83.77,83.86,B
1596, France, 0,25, BS, 7, 9, 7, 3,82.08,95.07,A
1597, France, 0,26, BS, 7, 9, 7, 3,83.78,94.10,A
1598, France, 0,23, BS, 7, 9, 7, 3,91.28,93.70,A
1599, France, 0,26, BS, 7, 9, 7, 3,85.24,97.63,A
1600, France, 0,26, BS, 7, 9, 7, 3,83.67,83.68,B
1601, France, 0,22, BS, 7, 9, 7, 3,89.26,99.50,A
1602, France, 0,26, BS, 7, 9, 7, 3,89.74,83.45,B
1603, France, 0,24, BS, 7, 9, 7, 3,85.49,88.65,A
1604, France, 0,18, BS, 7, 9, 7, 3,90.51,91.48,A
1605, France, 0,18, BS, 7, 9, 7, 3,87.86,84.79,B
1606, France, 0,20, BS, 7, 9, 7, 3,94.57,90.15,A
1607, France, 0,26, BS, 7, 9, 7, 3,93.06,83.42,B
1608, France, 0,22, BS, 7, 9, 7, 3,86.49,86.71,B
1609, France, 0,23, BS, 7, 9, 7, 3,94.29,92.86,A
1610, France, 0,19, BS, 7, 9, 7, 3,83.34,89.74,A
1611, France, 0,21, BS, 7, 9, 7, 3,83.29,82.22,B
1612, France, 0,22, BS, 7, 9, 7, 3,99.20,97.43,A
1613, France, 0,25, BS, 7, 9, 7, 3,82.90,92.00,A
1614, France, 0,19, BS, 7, 9, 7, 3,82.16,97.29,A
1615, France, 0,20, BS, 7, 9, 7, 3,82.80,92.76,A
1616, France, 0,21, BS, 7, 9, 7, 3,82.78,84.91,B
1617, France, 0,18, BS, 7, 9, 7, 3,89.17,95.45,A
1618, France, 0,20, BS, 7, 9, 7, 3,86.00,88.13,A
1619, France, 0,18, BS, 7, 9, 7, 3,85.89,99.60,A
1620, France, 0,23, BS, 7, 9, 7, 3,86.74,84.58,B
1621, France, 0,22, BS, 7, 9, 7, 3,92.69,99.89,A
1622, France, 0,21, BS, 7, 9, 7, 3,94.92,98.98,A
1623, France, 0,20, BS, 7, 9, 7, 3,96.53,85.30,B
1624, France, 0,26, BS, 7, 9, 7, 3,95.66,93.18,A
1625, China, 1,19, MS, 7, 2, 11, 3,70.17,81.37,B
1626, China, 1,23, MS, 7, 2, 11, 3,73.31,80.17,B
1627, China, 1,25, MS, 7, 2, 11, 3,66.05,66.78,C
1628, China, 1,18, MS, 7, 2, 11, 3,61.01,62.07,C
1629, China, 1,25, MS, 7, 2, 11, 3,55.33,66.48,C
1630, China, 1,19, MS, 7, 2, 11, 3,81.81,82.80,B
1631, China, 1,21, MS, 7, 2, 11, 3,67.37,66.00,C
1632, China, 1,18, MS, 7, 2, 11, 3,73.71,81.82,B
1633, China, 1,26, MS, 7, 2, 11, 3,48.41,67.10,C
1634, China, 1,19, MS, 7, 2, 11, 3,52.59,56.71,F
1635, China, 1,23, MS, 7, 2, 11, 3,54.40,58.47,F
1636, China, 1,26, MS, 7, 2, 11, 3,43.07,64.55,C
1637, China, 1,26, MS, 7, 2, 11, 3,67.27,67.76,C
1638, China, 1,24, MS, 7, 2, 11, 3,84.81,70.83,C
1639, China, 1,21, MS, 7, 2, 11, 3,59.67,69.65,C
1640, China, 1,20, MS, 7, 2, 11, 3,56.93,65.12,C
1641, China, 1,21, MS, 7, 2, 11, 3,71.78,75.06,C
1642, China, 1,23, MS, 7, 2, 11, 3,46.17,61.88,C
1643, China, 1,22, MS, 7, 2, 11, 3,42.00,63.02,C
1644, China, 1,21, MS, 7, 2, 11, 3,52.43,55.69,F
1645, China, 1,24, MS, 7, 2, 11, 3,78.91,70.98,C
1646, China, 1,18, MS, 7, 2, 11, 3,68.05,63.58,C
1647, France, 1,22, BS, 6, 1, 0, 1,90.19,91.30,A
1648, France, 1,23, BS, 6, 1, 0, 1,93.91,92.14,A
1649, France, 1,25, BS, 6, 1, 0, 1,97.62,95.65,A
1650, France, 1,19, BS, 6, 1, 0, 1,97.47,98.27,A
1651, France, 1,19, BS, 6, 1, 0, 1,96.12,91.54,A
1652, France, 1,24, BS, 6, 1, 0, 1,93.67,92.77,A
1653, France, 1,22, BS, 6, 1, 0, 1,92.93,93.21,A
1654, France, 1,25, BS, 6, 1, 0, 1,93.37,97.94,A
1655, France, 1,18, BS, 6, 1, 0, 1,92.42,94.90,A
1656, France, 1,19, BS, 6, 1, 0, 1,96.84,94.36,A
1657, France, 1,22, BS, 6, 1, 0, 1,97.49,97.00,A
1658, France, 1,19, BS, 6, 1, 0, 1,93.99,96.48,A
1659, France, 1,20, BS, 6, 1, 0, 1,97.20,94.64,A
1660, France, 1,22, BS, 6, 1, 0, 1,93.16,95.29,A
1661, France, 1,24, BS, 6, 1, 0, 1,92.00,97.92,A
1662, France, 1,19, BS, 6, 1, 0, 1,98.56,94.64,A
1663, France, 1,23, BS, 6, 1, 0, 1,97.74,92.43,A
1664, France, 1,22, BS, 6, 1, 0, 1,94.32,92.95,A
1665, France, 1,21, BS, 6, 1, 0, 1,91.29,92.38,A
1666, France, 1,22, BS, 6, 1, 0, 1,98.05,94.42,A
1667, France, 1,23, BS, 6, 1, 0, 1,96.80,94.75,A
1668, France, 1,26, BS, 6, 1, 0, 1,90.29,96.94,A
1669, France, 1,20, BS, 6, 1, 0, 1,92.64,91.30,A
1670, France, 1,22, BS, 6, 1, 0, 1,93.60,94.54,A
1671, France, 1,23, BS, 6, 1, 0, 1,98.74,92.51,A
1672, India, 0,18, BS, 6, 1, 4, 2,89.36,91.72,A
1673, India, 0,20, BS, 6, 1, 4, 2,93.38,86.17,B
1674, India, 0,24, BS, 6, 1, 4, 2,86.38,86.10,B
1675, India, 0,23, BS, 6, 1, 4, 2,80.75,82.90,B
1676, India, 0,25, BS, 6, 1, 4, 2,92.83,81.04,B
1677, India, 0,24, BS, 6, 1, 4, 2,93.42,96.93,A
1678, India, 0,23, BS, 6, 1, 4, 2,96.14,97.81,A
1679, India, 0,20, BS, 6, 1, 4, 2,90.87,91.13,A
1680, India, 0,25, BS, 6, 1, 4, 2,87.73,83.84,B
1681, India, 0,23, BS, 6, 1, 4, 2,81.57,96.50,A
1682, India, 0,19, BS, 6, 1, 4, 2,85.20,83.06,B
1683, India, 0,19, BS, 6, 1, 4, 2,86.54,89.41,A
1684, India, 0,25, BS, 6, 1, 4, 2,84.14,81.60,B
1685, India, 0,22, BS, 6, 1, 4, 2,89.42,99.59,A
1686, India, 0,21, BS, 6, 1, 4, 2,81.74,96.04,A
1687, India, 0,26, BS, 6, 1, 4, 2,93.43,84.20,B
1688, India, 0,25, BS, 6, 1, 4, 2,86.86,91.27,A
1689, India, 0,19, BS, 6, 1, 4, 2,91.32,80.41,B
1690, India, 0,22, BS, 6, 1, 4, 2,91.96,95.00,A
1691, India, 0,25, PHD, 12, 6, 0, 13,97.45,96.08,A
1692, India, 0,20, PHD, 12, 6, 0, 13,86.24,81.25,B
1693, India, 0,25, PHD, 12, 6, 0, 13,97.05,88.13,A
1694, India, 0,25, PHD, 12, 6, 0, 13,80.72,95.98,A
1695, India, 0,25, PHD, 12, 6, 0, 13,97.21,85.81,B
1696, India, 0,22, PHD, 12, 6, 0, 13,95.87,99.77,A
1697, India, 0,20, PHD, 12, 6, 0, 13,95.49,94.99,A
1698, India, 0,20, PHD, 12, 6, 0, 13,83.80,93.62,A
1699, India, 0,24, PHD, 12, 6, 0, 13,83.65,98.90,A
1700, India, 0,21, PHD, 12, 6, 0, 13,95.84,87.40,B
1701, India, 0,23, PHD, 12, 6, 0, 13,93.88,88.37,A
1702, India, 0,18, PHD, 12, 6, 0, 13,83.55,86.88,B
1703, India, 0,26, PHD, 12, 6, 0, 13,81.73,99.44,A
1704, India, 0,22, PHD, 12, 6, 0, 13,91.46,80.39,B
1705, India, 0,20, PHD, 12, 6, 0, 13,83.37,81.14,B
1706, India, 0,24, PHD, 12, 6, 0, 13,95.25,94.76,A
1707, India, 0,23, PHD, 12, 6, 0, 13,81.62,86.02,B
1708, India, 0,23, PHD, 12, 6, 0, 13,92.52,96.14,A
1709, India, 0,21, PHD, 12, 6, 0, 13,92.67,96.48,A
1710, India, 0,22, PHD, 12, 6, 0, 13,89.71,99.36,A
1711, India, 0,20, PHD, 12, 6, 0, 13,86.00,90.95,A
1712, India, 0,24, PHD, 12, 6, 0, 13,93.67,87.36,B
1713, India, 0,21, PHD, 12, 6, 0, 13,86.06,80.94,B
1714, India, 0,18, PHD, 12, 6, 0, 13,98.62,97.19,A
1715, India, 0,25, PHD, 12, 6, 0, 13,85.34,98.37,A
1716, India, 0,20, PHD, 12, 6, 0, 13,87.86,93.92,A
1717, India, 0,25, PHD, 12, 6, 0, 13,98.93,88.56,A
1718, India, 0,22, PHD, 12, 6, 0, 13,89.67,98.54,A
1719, India, 0,18, PHD, 12, 6, 0, 13,90.06,89.96,A
1720, India, 0,20, PHD, 12, 6, 0, 13,80.05,88.32,A
1721, India, 0,26, PHD, 12, 6, 0, 13,89.31,98.09,A
1722, India, 0,25, PHD, 12, 6, 0, 13,94.91,93.27,A
1723, India, 0,18, PHD, 12, 6, 0, 13,90.63,85.57,B
1724, India, 0,26, PHD, 12, 6, 0, 13,85.63,82.02,B
1725, India, 0,20, PHD, 12, 6, 0, 13,97.14,82.18,B
1726, India, 0,25, PHD, 12, 6, 0, 13,92.41,93.64,A
1727, India, 0,24, PHD, 12, 6, 0, 13,94.17,98.72,A
1728, India, 0,25, PHD, 12, 6, 0, 13,95.80,87.12,B
1729, India, 0,18, PHD, 12, 6, 0, 13,99.54,82.67,B
1730, Spain, 0,24, MS, 12, 14, 10, 7,90.98,94.77,A
1731, Spain, 0,24, MS, 12, 14, 10, 7,87.03,88.25,A
1732, Spain, 0,21, MS, 12, 14, 10, 7,92.64,95.90,A
1733, Spain, 0,21, MS, 12, 14, 10, 7,88.04,99.26,A
1734, Spain, 0,20, MS, 12, 14, 10, 7,81.44,83.81,B
1735, Spain, 0,20, MS, 12, 14, 10, 7,91.20,82.66,B
1736, India, 1,18, BS, 11, 13, 7, 11,87.76,95.48,A
1737, India, 1,26, BS, 11, 13, 7, 11,98.67,91.75,A
1738, India, 1,22, BS, 11, 13, 7, 11,86.19,83.38,B
1739, India, 1,26, BS, 11, 13, 7, 11,81.02,83.87,B
1740, India, 1,18, BS, 11, 13, 7, 11,85.76,84.56,B
1741, India, 1,22, BS, 11, 13, 7, 11,94.55,81.11,B
1742, India, 1,22, BS, 11, 13, 7, 11,98.38,86.05,B
1743, India, 1,21, BS, 11, 13, 7, 11,84.10,85.06,B
1744, India, 1,23, BS, 11, 13, 7, 11,97.52,85.31,B
1745, India, 1,25, BS, 11, 13, 7, 11,87.98,95.23,A
1746, India, 1,24, BS, 11, 13, 7, 11,81.39,86.85,B
1747, India, 1,23, BS, 11, 13, 7, 11,83.02,90.04,A
1748, India, 1,21, BS, 11, 13, 7, 11,93.96,98.47,A
1749, India, 1,23, BS, 11, 13, 7, 11,92.79,84.83,B
1750, India, 1,18, BS, 11, 13, 7, 11,81.20,92.01,A
1751, India, 1,21, BS, 11, 13, 7, 11,86.33,99.79,A
1752, India, 1,25, BS, 11, 13, 7, 11,92.69,88.48,A
1753, India, 1,24, BS, 11, 13, 7, 11,99.95,80.36,B
1754, India, 1,21, BS, 11, 13, 7, 11,94.53,97.00,A
1755, India, 1,23, BS, 11, 13, 7, 11,98.65,88.94,A
1756, India, 1,19, BS, 11, 13, 7, 11,94.22,85.90,B
1757, India, 1,21, BS, 11, 13, 7, 11,88.34,85.86,B
1758, India, 1,19, BS, 11, 13, 7, 11,84.06,95.41,A
1759, India, 1,19, BS, 11, 13, 7, 11,98.22,87.99,B
1760, India, 1,23, BS, 11, 13, 7, 11,96.56,85.20,B
1761, India, 1,24, BS, 11, 13, 7, 11,90.54,99.98,A
1762, India, 1,20, BS, 11, 13, 7, 11,80.46,85.42,B
1763, France, 1,23, BS, 11, 6, 11, 12,67.82,72.97,C
1764, France, 1,25, BS, 11, 6, 11, 12,55.92,69.81,C
1765, France, 1,19, BS, 11, 6, 11, 12,52.72,53.47,F
1766, France, 1,24, BS, 11, 6, 11, 12,79.22,71.07,C
1767, France, 1,25, BS, 11, 6, 11, 12,78.35,84.93,B
1768, France, 1,24, BS, 11, 6, 11, 12,71.98,81.82,B
1769, France, 1,21, BS, 11, 6, 11, 12,65.92,65.54,C
1770, France, 1,24, BS, 11, 6, 11, 12,57.27,67.28,C
1771, France, 1,26, BS, 11, 6, 11, 12,80.54,84.62,B
1772, France, 1,25, BS, 11, 6, 11, 12,65.15,65.77,C
1773, France, 1,20, BS, 11, 6, 11, 12,64.99,71.30,C
1774, France, 1,26, BS, 11, 6, 11, 12,64.20,69.86,C
1775, France, 1,20, BS, 11, 6, 11, 12,68.17,74.10,C
1776, France, 1,25, BS, 11, 6, 11, 12,57.40,53.49,F
1777, France, 1,24, BS, 11, 6, 11, 12,50.82,55.97,F
1778, France, 1,19, BS, 11, 6, 11, 12,44.04,61.61,C
1779, France, 1,26, BS, 11, 6, 11, 12,79.39,74.67,C
1780, France, 1,26, BS, 11, 6, 11, 12,78.49,83.10,B
1781, France, 1,19, BS, 11, 6, 11, 12,54.49,61.30,C
1782, France, 1,23, BS, 11, 6, 11, 12,74.86,76.28,C
1783, France, 1,23, BS, 11, 6, 11, 12,46.11,52.70,F
1784, France, 1,23, BS, 11, 6, 11, 12,50.78,59.37,C
1785, France, 1,25, BS, 11, 6, 11, 12,78.25,80.09,B
1786, France, 1,25, BS, 11, 6, 11, 12,50.27,60.03,C
1787, France, 1,24, BS, 11, 6, 11, 12,71.46,83.43,B
1788, France, 1,25, BS, 11, 6, 11, 12,58.12,51.85,F
1789, France, 1,23, BS, 11, 6, 11, 12,64.03,64.95,C
1790, France, 1,24, BS, 11, 6, 11, 12,70.61,79.63,B
1791, France, 1,18, BS, 11, 6, 11, 12,81.25,84.70,B
1792, France, 1,26, BS, 11, 6, 11, 12,70.11,77.61,C
1793, France, 1,19, BS, 11, 6, 11, 12,46.59,69.62,C
1794, France, 1,22, BS, 11, 6, 11, 12,80.05,79.34,B
1795, France, 1,26, BS, 11, 6, 11, 12,64.86,60.31,C
1796, France, 1,19, BS, 11, 6, 11, 12,61.24,62.08,C
1797, France, 1,19, BS, 11, 6, 11, 12,71.35,84.73,B
1798, France, 1,24, BS, 11, 6, 11, 12,75.93,72.04,C
1799, France, 1,19, BS, 11, 6, 11, 12,51.74,63.84,C
1800, France, 0,19, MS, 14, 0, 6, 9,70.80,73.59,C
1801, France, 0,21, MS, 14, 0, 6, 9,82.27,71.68,C
1802, France, 0,20, MS, 14, 0, 6, 9,74.56,70.57,C
1803, France, 0,22, MS, 14, 0, 6, 9,83.83,71.67,C
1804, France, 0,18, MS, 14, 0, 6, 9,80.80,75.84,C
1805, France, 0,21, MS, 14, 0, 6, 9,86.22,84.68,B
1806, France, 0,22, MS, 14, 0, 6, 9,76.11,80.58,B
1807, France, 0,20, MS, 14, 0, 6, 9,76.64,75.55,C
1808, France, 0,25, MS, 14, 0, 6, 9,87.10,84.56,B
1809, France, 0,23, MS, 14, 0, 6, 9,82.67,84.31,B
1810, France, 0,18, MS, 14, 0, 6, 9,74.30,85.60,B
1811, France, 0,19, MS, 14, 0, 6, 9,81.32,79.40,B
1812, France, 0,26, MS, 14, 0, 6, 9,81.32,82.43,B
1813, France, 0,19, MS, 14, 0, 6, 9,88.67,78.31,C
1814, France, 0,22, MS, 14, 0, 6, 9,77.80,75.00,C
1815, France, 0,25, MS, 14, 0, 6, 9,77.65,80.39,B
1816, France, 0,18, MS, 14, 0, 6, 9,72.44,75.71,C
1817, France, 0,25, MS, 14, 0, 6, 9,86.69,80.55,B
1818, France, 0,25, MS, 14, 0, 6, 9,75.14,77.20,C
1819, France, 0,22, MS, 14, 0, 6, 9,72.67,85.20,B
1820, France, 0,22, MS, 14, 0, 6, 9,85.71,74.25,C
1821, France, 0,25, MS, 14, 0, 6, 9,83.02,86.28,B
1822, France, 0,19, MS, 14, 0, 6, 9,79.89,73.68,C
1823, France, 0,23, MS, 14, 0, 6, 9,84.16,85.05,B
